"pair","carrier","dist","pass","port1","port2","carrier_name"
"BDL-ORF","WN",396,204,"BDL","ORF","Southwest"
"BUF-MCI","WN",870,204,"BUF","MCI","Southwest"
"CMH-PBI","WN",932,204,"CMH","PBI","Southwest"
"LAX-STL","DL",1592,204,"LAX","STL","Delta"
"LGB-SEA","UA",965,204,"LGB","SEA","United"
"MDW-PHX","DL",1444,204,"MDW","PHX","Delta"
"ORF-PIT","WN",330,204,"ORF","PIT","Southwest"
"BUF-IND","DL",452,203,"BUF","IND","Delta"
"BUR-LIT","WN",1488,203,"BUR","LIT","Southwest"
"BUR-TUS","WN",453,203,"BUR","TUS","Southwest"
"DCA-IND","WN",500,203,"DCA","IND","Southwest"
"RNO-SDF","WN",1827,203,"RNO","SDF","Southwest"
"AUS-ROC","WN",1418,202,"AUS","ROC","Southwest"
"BGR-PHL","B6",473,202,"BGR","PHL","Jetblue"
"GNV-TYS","DL",433,202,"GNV","TYS","Delta"
"GSP-MSY","WN",578,202,"GSP","MSY","Southwest"
"JAX-PVD","WN",962,202,"JAX","PVD","Southwest"
"MCO-STT","B6",1246,202,"MCO","STT","Jetblue"
"ABQ-MEM","WN",942,201,"ABQ","MEM","Southwest"
"BUF-ONT","WN",2173,201,"BUF","ONT","Southwest"
"COS-MCI","WN",538,201,"COS","MCI","Southwest"
"DEN-SFO","OO",967,201,"DEN","SFO","Skywest"
"DTW-RDU","WN",501,201,"DTW","RDU","Southwest"
"MHT-SLC","WN",2077,201,"MHT","SLC","Southwest"
"MSP-PHL","WN",980,201,"MSP","PHL","Southwest"
"BUR-CLE","WN",2042,200,"BUR","CLE","Southwest"
"CLE-GEG","WN",1797,200,"CLE","GEG","Southwest"
"LBB-TPA","WN",1210,200,"LBB","TPA","Southwest"
"MSP-PNS","WN",1047,200,"MSP","PNS","Southwest"
"MYR-OKC","WN",1070,200,"MYR","OKC","Southwest"
"CAE-PHX","AA",1773,199,"CAE","PHX","American"
"CHS-SNA","WN",2178,199,"CHS","SNA","Southwest"
"EWR-MKE","B6",725,198,"EWR","MKE","Jetblue"
"MIA-MSY","DL",675,198,"MIA","MSY","Delta"
"ABQ-BUR","B6",672,197,"ABQ","BUR","Jetblue"
"BHM-PHL","WN",772,197,"BHM","PHL","Southwest"
"BOS-DFW","UA",1562,197,"BOS","DFW","United"
"BUR-LAS","B6",223,197,"BUR","LAS","Jetblue"
"DAL-SLC","DL",999,197,"DAL","SLC","Delta"
"DEN-PIE","DL",1502,197,"DEN","PIE","Delta"
"IAH-MSY","B6",305,197,"IAH","MSY","Jetblue"
"ABQ-SAN","B6",628,196,"ABQ","SAN","Jetblue"
"BNA-SBA","WN",1869,196,"BNA","SBA","Southwest"
"CLE-ORD","DL",315,196,"CLE","ORD","Delta"
"LAS-LGB","DL",231,196,"LAS","LGB","Delta"
"LBB-SJC","WN",1159,196,"LBB","SJC","Southwest"
"LGA-PBI","WN",1035,196,"LGA","PBI","Southwest"
"BNA-BZN","WN",1435,195,"BNA","BZN","Southwest"
"IAH-LFT","OO",201,195,"IAH","LFT","Skywest"
"IND-ORF","WN",582,195,"IND","ORF","Southwest"
"LAX-RSW","WN",2238,195,"LAX","RSW","Southwest"
"MAF-TPA","WN",1209,195,"MAF","TPA","Southwest"
"PDX-SBA","WN",784,195,"PDX","SBA","Southwest"
"RDU-SFO","WN",2400,195,"RDU","SFO","Southwest"
"AUS-SBA","WN",1327,194,"AUS","SBA","Southwest"
"BOS-JAX","WN",1010,194,"BOS","JAX","Southwest"
"BOS-ORF","B6",468,194,"BOS","ORF","Jetblue"
"CLE-MEM","DL",622,194,"CLE","MEM","Delta"
"CVG-ISP","B6",626,194,"CVG","ISP","Jetblue"
"DFW-PHX","B6",868,194,"DFW","PHX","Jetblue"
"DTW-MEM","DL",610,194,"DTW","MEM","Delta"
"DTW-PHX","B6",1671,194,"DTW","PHX","Jetblue"
"LBB-MSY","WN",725,194,"LBB","MSY","Southwest"
"MIA-PHX","DL",1972,194,"MIA","PHX","Delta"
"ABQ-SRQ","WN",1514,193,"ABQ","SRQ","Southwest"
"AUS-HDN","WN",890,193,"AUS","HDN","Southwest"
"BOI-JAX","WN",2091,193,"BOI","JAX","Southwest"
"DFW-LGB","UA",1221,193,"DFW","LGB","United"
"HOU-ROC","WN",1346,193,"HOU","ROC","Southwest"
"HPN-SWF","B6",37,193,"HPN","SWF","Jetblue"
"OKC-PHX","B6",833,193,"OKC","PHX","Jetblue"
"BOS-SAV","WN",901,192,"BOS","SAV","Southwest"
"BZN-SJC","WN",804,192,"BZN","SJC","Southwest"
"CHS-PIT","WN",524,192,"CHS","PIT","Southwest"
"CLE-IPT","UA",257,192,"CLE","IPT","United"
"DEN-SAN","OO",853,192,"DEN","SAN","Skywest"
"IAD-PHL","AA",135,192,"IAD","PHL","American"
"MCO-SAV","B6",255,192,"MCO","SAV","Jetblue"
"MKE-PHL","UA",690,192,"MKE","PHL","United"
"PHX-PIT","B6",1814,192,"PHX","PIT","Jetblue"
"EWR-MEM","DL",946,191,"EWR","MEM","Delta"
"EWR-PIE","DL",1006,191,"EWR","PIE","Delta"
"HPN-JAX","B6",855,191,"HPN","JAX","Jetblue"
"MCI-PBI","WN",1212,191,"MCI","PBI","Southwest"
"MIA-RNO","WN",2464,190,"MIA","RNO","Southwest"
"MKE-SAN","DL",1739,190,"MKE","SAN","Delta"
"RDU-RIC","B6",139,190,"RDU","RIC","Jetblue"
"ALB-BOS","B6",145,189,"ALB","BOS","Jetblue"
"CVG-TUS","WN",1549,189,"CVG","TUS","Southwest"
"EFD-IND","DL",860,189,"EFD","IND","Delta"
"FLL-SYR","B6",1197,189,"FLL","SYR","Jetblue"
"IND-PHL","DL",588,189,"IND","PHL","Delta"
"LAX-MDW","DL",1750,189,"LAX","MDW","Delta"
"LSE-TPA","DL",1199,189,"LSE","TPA","Delta"
"MEM-MIA","DL",859,189,"MEM","MIA","Delta"
"MEM-RDU","WN",633,189,"MEM","RDU","Southwest"
"BWI-SBA","WN",2394,188,"BWI","SBA","Southwest"
"CHS-HPN","B6",663,188,"CHS","HPN","Jetblue"
"MSO-SJC","OO",772,188,"MSO","SJC","Skywest"
"PHL-RNO","WN",2348,188,"PHL","RNO","Southwest"
"CVG-SJC","WN",2017,187,"CVG","SJC","Southwest"
"ISP-MIA","WN",1113,187,"ISP","MIA","Southwest"
"JAN-RIC","WN",807,187,"JAN","RIC","Southwest"
"LGB-MIA","WN",2327,187,"LGB","MIA","Southwest"
"MAF-SFO","AA",1209,187,"MAF","SFO","American"
"MEM-PHX","DL",1264,187,"MEM","PHX","Delta"
"MKE-SAT","DL",1095,187,"MKE","SAT","Delta"
"CLE-DAL","DL",1015,186,"CLE","DAL","Delta"
"CLE-SNA","WN",2032,186,"CLE","SNA","Southwest"
"COS-MSY","WN",1022,186,"COS","MSY","Southwest"
"HPN-MCO","DL",972,186,"HPN","MCO","Delta"
"MAF-MCI","WN",659,186,"MAF","MCI","Southwest"
"MIA-SFO","WN",2585,186,"MIA","SFO","Southwest"
"OKC-SFO","DL",1384,186,"OKC","SFO","Delta"
"ONT-TPA","WN",2112,186,"ONT","TPA","Southwest"
"SJC-SRQ","WN",2384,186,"SJC","SRQ","Southwest"
"ALB-CHS","WN",760,185,"ALB","CHS","Southwest"
"BUR-PIT","WN",2126,185,"BUR","PIT","Southwest"
"DAL-MCO","DL",973,185,"DAL","MCO","Delta"
"MHT-SAT","WN",1758,185,"MHT","SAT","Southwest"
"BIL-BZN","B6",126,184,"BIL","BZN","Jetblue"
"CHS-IAH","WN",925,184,"CHS","IAH","Southwest"
"CMH-FLL","DL",973,184,"CMH","FLL","Delta"
"CPS-JFK","DL",884,184,"CPS","JFK","Delta"
"CVG-MIA","UA",948,184,"CVG","MIA","United"
"DEN-MSY","DL",1062,184,"DEN","MSY","Delta"
"DFW-ONT","B6",1188,184,"DFW","ONT","Jetblue"
"ICT-SNA","WN",1179,184,"ICT","SNA","Southwest"
"JFK-PSC","AS",2281,184,"JFK","PSC","Alaska"
"LGA-PNS","WN",1030,184,"LGA","PNS","Southwest"
"ASE-COS","OO",120,183,"ASE","COS","Skywest"
"BDL-PDX","WN",2470,183,"BDL","PDX","Southwest"
"CLE-MKC","UA",691,183,"CLE","MKC","United"
"DEN-LBB","WN",456,183,"DEN","LBB","Southwest"
"IND-OKC","DL",688,183,"IND","OKC","Delta"
"MIA-SWF","B6",1139,183,"MIA","SWF","Jetblue"
"MIA-TPA","DL",204,183,"MIA","TPA","Delta"
"BOS-CHS","WN",818,182,"BOS","CHS","Southwest"
"COS-LAX","WN",833,182,"COS","LAX","Southwest"
"CVG-JFK","DL",589,182,"CVG","JFK","Delta"
"JAN-SAN","WN",1579,182,"JAN","SAN","Southwest"
"ATL-SAV","B6",214,181,"ATL","SAV","Jetblue"
"CHS-ONT","WN",2159,181,"CHS","ONT","Southwest"
"CMH-MHT","WN",628,181,"CMH","MHT","Southwest"
"DCA-PSC","AS",2180,181,"DCA","PSC","Alaska"
"ECP-MSP","WN",1080,181,"ECP","MSP","Southwest"
"HRL-SMF","WN",1633,181,"HRL","SMF","Southwest"
"IAD-OKC","DL",1136,181,"IAD","OKC","Delta"
"MCI-PIT","NK",773,181,"MCI","PIT","Spirit"
"MKE-STL","UA",317,181,"MKE","STL","United"
"PBI-ROC","WN",1141,181,"PBI","ROC","Southwest"
"RNO-SBA","WN",350,181,"RNO","SBA","Southwest"
"SBA-SEA","WN",908,181,"SBA","SEA","Southwest"
"ABQ-MIA","WN",1689,180,"ABQ","MIA","Southwest"
"CDV-YAK","AS",213,180,"CDV","YAK","Alaska"
"CLT-SNA","WN",2099,180,"CLT","SNA","Southwest"
"CVG-PIT","UA",256,180,"CVG","PIT","United"
"EWR-SAT","DL",1569,180,"EWR","SAT","Delta"
"GSP-LAX","WN",2057,180,"GSP","LAX","Southwest"
"IAH-JFK","DL",1417,180,"IAH","JFK","Delta"
"IND-MCO","DL",829,180,"IND","MCO","Delta"
"MKE-SFO","DL",1845,180,"MKE","SFO","Delta"
"OKC-SMF","DL",1342,180,"OKC","SMF","Delta"
"DCA-PNS","WN",816,179,"DCA","PNS","Southwest"
"DEN-SNA","DL",846,179,"DEN","SNA","Delta"
"JAX-RDU","WN",407,179,"JAX","RDU","Southwest"
"LIT-MKE","WN",613,179,"LIT","MKE","Southwest"
"PHX-SAN","UA",304,179,"PHX","SAN","United"
"SBA-STL","WN",1658,179,"SBA","STL","Southwest"
"AKN-KTN","AS",963,178,"AKN","KTN","Alaska"
"COS-LGA","WN",1638,178,"COS","LGA","Southwest"
"IND-ORD","DL",177,178,"IND","ORD","Delta"
"JAX-PHL","B6",742,178,"JAX","PHL","Jetblue"
"LGA-ORD","NK",733,178,"LGA","ORD","Spirit"
"LGA-SLC","WN",1983,178,"LGA","SLC","Southwest"
"LIT-ONT","WN",1447,178,"LIT","ONT","Southwest"
"MHT-PBI","WN",1222,178,"MHT","PBI","Southwest"
"MIA-SFO","DL",2585,178,"MIA","SFO","Delta"
"OKC-PTK","DL",911,178,"OKC","PTK","Delta"
"ATL-ORF","WN",516,177,"ATL","ORF","Southwest"
"BKL-PIE","DL",940,177,"BKL","PIE","Delta"
"CHS-MSP","WN",1087,177,"CHS","MSP","Southwest"
"CVG-FLL","WN",932,177,"CVG","FLL","Southwest"
"DTW-MSP","UA",528,177,"DTW","MSP","United"
"ELP-MSP","WN",1147,177,"ELP","MSP","Southwest"
"FLL-LBB","WN",1399,177,"FLL","LBB","Southwest"
"OKC-SEA","WN",1519,177,"OKC","SEA","Southwest"
"PHL-SAT","DL",1496,177,"PHL","SAT","Delta"
"ATL-PIE","DL",408,176,"ATL","PIE","Delta"
"BFI-IAH","UA",1876,176,"BFI","IAH","United"
"DAL-SYR","WN",1330,176,"DAL","SYR","Southwest"
"HNL-KOA","AS",163,176,"HNL","KOA","Alaska"
"LIT-SAN","WN",1441,176,"LIT","SAN","Southwest"
"MIA-PHL","UA",1013,176,"MIA","PHL","United"
"ORD-RNO","WN",1671,176,"ORD","RNO","Southwest"
"ATL-PIT","UA",526,175,"ATL","PIT","United"
"CHS-MHT","WN",836,175,"CHS","MHT","Southwest"
"DAL-IAD","DL",1163,175,"DAL","IAD","Delta"
"DEN-ORD","OO",888,175,"DEN","ORD","Skywest"
"DEN-SAT","DL",794,175,"DEN","SAT","Delta"
"PHL-PIE","UA",928,175,"PHL","PIE","United"
"SBA-SMF","WN",310,175,"SBA","SMF","Southwest"
"BOS-MYR","AA",738,174,"BOS","MYR","American"
"BOS-SAT","WN",1764,174,"BOS","SAT","Southwest"
"FAT-SNA","WN",238,174,"FAT","SNA","Southwest"
"HOU-SBA","WN",1475,174,"HOU","SBA","Southwest"
"IAH-LRD","OO",301,174,"IAH","LRD","Skywest"
"PBI-SRQ","B6",159,174,"PBI","SRQ","Jetblue"
"AUS-GEG","WN",1600,173,"AUS","GEG","Southwest"
"AUS-IAD","WN",1297,173,"AUS","IAD","Southwest"
"BFI-MDW","DL",1733,173,"BFI","MDW","Delta"
"BKL-DTW","UA",99,173,"BKL","DTW","United"
"BOS-ONT","UA",2566,173,"BOS","ONT","United"
"CLE-PDX","DL",2045,173,"CLE","PDX","Delta"
"CPS-MKE","DL",324,173,"CPS","MKE","Delta"
"GEG-OMA","WN",1151,173,"GEG","OMA","Southwest"
"GEG-TPA","WN",2315,173,"GEG","TPA","Southwest"
"JFK-PHL","DL",94,173,"JFK","PHL","Delta"
"MIA-ONT","WN",2296,173,"MIA","ONT","Southwest"
"MKE-PHL","WN",690,173,"MKE","PHL","Southwest"
"ORD-PSP","WN",1652,173,"ORD","PSP","Southwest"
"BOS-PHX","UA",2300,172,"BOS","PHX","United"
"BWI-DEN","AA",1491,172,"BWI","DEN","American"
"CPS-SAN","DL",1567,172,"CPS","SAN","Delta"
"GYY-MDW","WN",21,172,"GYY","MDW","Southwest"
"LBB-MSP","WN",900,172,"LBB","MSP","Southwest"
"MCO-ONT","AS",2171,172,"MCO","ONT","Alaska"
"MIA-PIE","DL",208,172,"MIA","PIE","Delta"
"BUR-EWR","B6",2444,171,"BUR","EWR","Jetblue"
"CKB-DFW","UA",1037,171,"CKB","DFW","United"
"CKB-FTW","UA",1056,171,"CKB","FTW","United"
"CLE-JFK","B6",425,171,"CLE","JFK","Jetblue"
"CLE-MDW","UA",307,171,"CLE","MDW","United"
"CLE-SAN","B6",2026,171,"CLE","SAN","Jetblue"
"HRL-LGB","WN",1332,171,"HRL","LGB","Southwest"
"MKE-SLC","WN",1247,171,"MKE","SLC","Southwest"
"ACY-BWI","NK",114,170,"ACY","BWI","Spirit"
"ATL-BNA","NK",214,170,"ATL","BNA","Spirit"
"ATL-CPS","DL",467,170,"ATL","CPS","Delta"
"BDL-SMF","WN",2558,170,"BDL","SMF","Southwest"
"BFI-HOU","DL",1896,170,"BFI","HOU","Delta"
"BNA-DTW","NK",456,170,"BNA","DTW","Spirit"
"CMH-MDT","UA",325,170,"CMH","MDT","United"
"PSP-SLC","DL",541,170,"PSP","SLC","Delta"
"BOS-GEG","AS",2274,169,"BOS","GEG","Alaska"
"BWI-PIE","UA",850,169,"BWI","PIE","United"
"CMH-HPN","DL",489,169,"CMH","HPN","Delta"
"GEG-MCI","WN",1277,169,"GEG","MCI","Southwest"
"OMA-PHX","OO",1037,169,"OMA","PHX","Skywest"
"OMA-PSP","WN",1239,169,"OMA","PSP","Southwest"
"PSP-SAT","WN",1101,169,"PSP","SAT","Southwest"
"AHN-IND","DL",430,168,"AHN","IND","Delta"
"ATL-AUS","AA",813,168,"ATL","AUS","American"
"BWI-EWR","UA",169,168,"BWI","EWR","United"
"CKB-GRK","UA",1143,168,"CKB","GRK","United"
"DEN-IAD","B6",1452,168,"DEN","IAD","Jetblue"
"JAN-STL","WN",444,168,"JAN","STL","Southwest"
"LAX-MKE","DL",1756,168,"LAX","MKE","Delta"
"MDW-MSP","UA",349,168,"MDW","MSP","United"
"MEM-PBI","WN",822,168,"MEM","PBI","Southwest"
"MKC-MSP","UA",404,168,"MKC","MSP","United"
"OKC-RDU","AA",1058,168,"OKC","RDU","American"
"BDL-MSP","WN",1050,167,"BDL","MSP","Southwest"
"BNA-OCF","DL",545,167,"BNA","OCF","Delta"
"BOI-MSY","WN",1706,167,"BOI","MSY","Southwest"
"BOS-SFO","WN",2704,167,"BOS","SFO","Southwest"
"CMH-LGA","WN",479,167,"CMH","LGA","Southwest"
"DEN-HOU","DL",883,167,"DEN","HOU","Delta"
"FAT-SAN","WN",314,167,"FAT","SAN","Southwest"
"IAD-MKE","UA",611,167,"IAD","MKE","United"
"IAH-RIC","AA",1157,167,"IAH","RIC","American"
"LIT-TPA","AA",737,167,"LIT","TPA","American"
"MKC-PIE","UA",1032,167,"MKC","PIE","United"
"PBI-RDU","WN",638,167,"PBI","RDU","Southwest"
"ALB-ONT","WN",2423,166,"ALB","ONT","Southwest"
"BTR-LAX","DL",1609,166,"BTR","LAX","Delta"
"BWI-MSP","UA",936,166,"BWI","MSP","United"
"CLT-LFT","DL",729,166,"CLT","LFT","Delta"
"CLT-SAN","B6",2077,166,"CLT","SAN","Jetblue"
"DEN-ONT","AA",819,166,"DEN","ONT","American"
"DTW-MDW","UA",228,166,"DTW","MDW","United"
"HRL-MSY","WN",521,166,"HRL","MSY","Southwest"
"LBB-OKC","WN",269,166,"LBB","OKC","Southwest"
"MCO-MLB","AA",46,166,"MCO","MLB","American"
"MIA-ORF","WN",802,166,"MIA","ORF","Southwest"
"AUS-RDU","AA",1162,165,"AUS","RDU","American"
"BDL-ECP","WN",1081,165,"BDL","ECP","Southwest"
"BUR-LAX","OO",18,165,"BUR","LAX","Skywest"
"CVG-PDX","WN",1975,165,"CVG","PDX","Southwest"
"DEN-MIA","DL",1709,165,"DEN","MIA","Delta"
"FAT-GEG","WN",757,165,"FAT","GEG","Southwest"
"FLL-TUS","WN",1902,165,"FLL","TUS","Southwest"
"GSP-IND","WN",401,165,"GSP","IND","Southwest"
"HPN-STT","B6",1649,165,"HPN","STT","Jetblue"
"JFK-ONT","AA",2429,165,"JFK","ONT","American"
"ATL-HDN","WN",1340,164,"ATL","HDN","Southwest"
"CMH-HRL","WN",1274,164,"CMH","HRL","Southwest"
"CPS-IAD","DL",686,164,"CPS","IAD","Delta"
"ICT-PDX","WN",1406,164,"ICT","PDX","Southwest"
"ISP-RSW","WN",1101,164,"ISP","RSW","Southwest"
"LGB-SRQ","WN",2156,164,"LGB","SRQ","Southwest"
"MCO-PHL","UA",861,164,"MCO","PHL","United"
"PHL-SJC","UA",2504,164,"PHL","SJC","United"
"BHM-BUF","WN",779,163,"BHM","BUF","Southwest"
"BTR-TCL","DL",278,163,"BTR","TCL","Delta"
"IAH-MKE","WN",984,163,"IAH","MKE","Southwest"
"MKE-PHL","B6",690,163,"MKE","PHL","Jetblue"
"PHL-SFO","DL",2521,163,"PHL","SFO","Delta"
"ACY-FLL","B6",977,162,"ACY","FLL","Jetblue"
"ALB-ATL","WN",853,162,"ALB","ATL","Southwest"
"ALB-COS","WN",1634,162,"ALB","COS","Southwest"
"BIL-BOS","B6",1866,162,"BIL","BOS","Jetblue"
"BUR-PHX","UA",369,162,"BUR","PHX","United"
"EIL-UAM","HA",4726,162,"EIL","UAM","Hawaiian"
"ELP-LIT","WN",843,162,"ELP","LIT","Southwest"
"GRB-SJC","UA",1822,162,"GRB","SJC","United"
"MAF-SAT","WN",277,162,"MAF","SAT","Southwest"
"MCO-PSP","WN",2108,162,"MCO","PSP","Southwest"
"OCF-TYS","DL",469,162,"OCF","TYS","Delta"
"OMA-PBI","WN",1351,162,"OMA","PBI","Southwest"
"AMA-MCO","WN",1285,161,"AMA","MCO","Southwest"
"CVG-STL","DL",308,161,"CVG","STL","Delta"
"DTW-VPS","WN",828,161,"DTW","VPS","Southwest"
"HNL-LIH","UA",102,161,"HNL","LIH","United"
"MEM-RIC","WN",726,161,"MEM","RIC","Southwest"
"MIA-TUS","WN",1900,161,"MIA","TUS","Southwest"
"PBI-PHL","UA",951,161,"PBI","PHL","United"
"PWM-STL","WN",1096,161,"PWM","STL","Southwest"
"RDU-TUL","WN",957,161,"RDU","TUL","Southwest"
"ABQ-CLT","WN",1449,160,"ABQ","CLT","Southwest"
"AHN-MGM","DL",211,160,"AHN","MGM","Delta"
"BHM-BTR","DL",332,160,"BHM","BTR","Delta"
"BTR-GTR","DL",251,160,"BTR","GTR","Delta"
"COS-DEN","NK",73,160,"COS","DEN","Spirit"
"COS-LAS","NK",604,160,"COS","LAS","Spirit"
"CVG-PHX","DL",1569,160,"CVG","PHX","Delta"
"DCA-RNO","WN",2273,160,"DCA","RNO","Southwest"
"DTW-LWB","UA",339,160,"DTW","LWB","United"
"FLL-SNA","WN",2311,160,"FLL","SNA","Southwest"
"RSW-SAT","AA",1041,160,"RSW","SAT","American"
"SAN-STL","AA",1557,160,"SAN","STL","American"
"BNA-LAS","B6",1587,159,"BNA","LAS","Jetblue"
"BOI-TUL","WN",1190,159,"BOI","TUL","Southwest"
"CLE-PVD","B6",541,159,"CLE","PVD","Jetblue"
"EWR-MCI","B6",1092,159,"EWR","MCI","Jetblue"
"LAS-MCI","B6",1139,159,"LAS","MCI","Jetblue"
"MSY-MYR","WN",713,159,"MSY","MYR","Southwest"
"OKC-SNA","AA",1160,159,"OKC","SNA","American"
"PHL-PHL","AA",0,159,"PHL","PHL","American"
"PHL-SDF","WN",576,159,"PHL","SDF","Southwest"
"PWM-SAN","WN",2623,159,"PWM","SAN","Southwest"
"BOS-ICT","B6",1433,158,"BOS","ICT","Jetblue"
"BTR-CLT","DL",675,158,"BTR","CLT","Delta"
"CMH-TUS","WN",1653,158,"CMH","TUS","Southwest"
"DAL-EWR","DL",1365,158,"DAL","EWR","Delta"
"DTW-SJC","UA",2062,158,"DTW","SJC","United"
"IAD-LGA","B6",229,158,"IAD","LGA","Jetblue"
"IAD-MCO","B6",758,158,"IAD","MCO","Jetblue"
"IAD-TPA","B6",811,158,"IAD","TPA","Jetblue"
"ICT-SAN","B6",1166,158,"ICT","SAN","Jetblue"
"PVD-SFO","B6",2691,158,"PVD","SFO","Jetblue"
"ATL-XNA","UA",589,157,"ATL","XNA","United"
"BDL-PVD","B6",67,157,"BDL","PVD","Jetblue"
"BHM-MAF","WN",906,157,"BHM","MAF","Southwest"
"CHS-RIC","B6",353,157,"CHS","RIC","Jetblue"
"CLT-EWR","B6",529,157,"CLT","EWR","Jetblue"
"CVG-SFO","UA",2036,157,"CVG","SFO","United"
"DCA-ORF","B6",142,157,"DCA","ORF","Jetblue"
"DEN-SLC","AS",391,157,"DEN","SLC","Alaska"
"LAX-SWF","B6",2455,157,"LAX","SWF","Jetblue"
"MCO-ORF","B6",655,157,"MCO","ORF","Jetblue"
"RSW-TPA","WN",110,157,"RSW","TPA","Southwest"
"AUS-JAN","WN",472,156,"AUS","JAN","Southwest"
"AUS-PHL","B6",1430,156,"AUS","PHL","Jetblue"
"BFI-DTW","AS",1926,156,"BFI","DTW","Alaska"
"EYW-MIA","DL",126,156,"EYW","MIA","Delta"
"LAX-ORF","B6",2371,156,"LAX","ORF","Jetblue"
"LGA-PIT","UA",335,156,"LGA","PIT","United"
"MHT-MKE","WN",834,156,"MHT","MKE","Southwest"
"MIA-SRQ","B6",178,156,"MIA","SRQ","Jetblue"
"ORF-RIC","B6",75,156,"ORF","RIC","Jetblue"
"PHL-TPA","UA",920,156,"PHL","TPA","United"
"SFO-SNA","WN",372,156,"SFO","SNA","Southwest"
"TCL-XNA","UA",435,156,"TCL","XNA","United"
"BHM-RNO","WN",1871,155,"BHM","RNO","Southwest"
"COS-DEN","B6",73,155,"COS","DEN","Jetblue"
"COS-JFK","B6",1644,155,"COS","JFK","Jetblue"
"CPS-PHX","DL",1271,155,"CPS","PHX","Delta"
"DAB-JAX","B6",98,155,"DAB","JAX","Jetblue"
"DAL-FLL","DL",1108,155,"DAL","FLL","Delta"
"GSP-MEM","WN",440,155,"GSP","MEM","Southwest"
"IAD-SJC","WN",2400,155,"IAD","SJC","Southwest"
"ISP-TPA","DL",1034,155,"ISP","TPA","Delta"
"LBB-TUL","WN",379,155,"LBB","TUL","Southwest"
"LWB-PHL","UA",311,155,"LWB","PHL","United"
"ORD-PDX","B6",1739,155,"ORD","PDX","Jetblue"
"ALB-PHX","B6",2159,154,"ALB","PHX","Jetblue"
"BFI-YIP","AS",1917,154,"BFI","YIP","Alaska"
"BOS-ORF","WN",468,154,"BOS","ORF","Southwest"
"BTR-TYS","DL",551,154,"BTR","TYS","Delta"
"DCA-SMF","WN",2381,154,"DCA","SMF","Southwest"
"DEN-RNO","DL",804,154,"DEN","RNO","Delta"
"FLL-PWM","WN",1332,154,"FLL","PWM","Southwest"
"HOU-MIA","DL",955,154,"HOU","MIA","Delta"
"HRL-MIA","WN",1080,154,"HRL","MIA","Southwest"
"LAX-PHX","NK",370,154,"LAX","PHX","Spirit"
"MDW-MIA","DL",1182,154,"MDW","MIA","Delta"
"PHL-PHX","NK",2075,154,"PHL","PHX","Spirit"
"PIT-TUS","WN",1798,154,"PIT","TUS","Southwest"
"BDL-SAN","B6",2502,153,"BDL","SAN","Jetblue"
"BFI-DFW","DL",1662,153,"BFI","DFW","Delta"
"BNA-TUP","DL",174,153,"BNA","TUP","Delta"
"BUF-MSP","WN",735,153,"BUF","MSP","Southwest"
"CLE-DEN","DL",1201,153,"CLE","DEN","Delta"
"COS-OKC","WN",457,153,"COS","OKC","Southwest"
"DCA-MSP","WN",931,153,"DCA","MSP","Southwest"
"DFW-EWR","B6",1372,153,"DFW","EWR","Jetblue"
"DFW-LAS","B6",1055,153,"DFW","LAS","Jetblue"
"ELP-OMA","WN",875,153,"ELP","OMA","Southwest"
"ISP-OAK","WN",2608,153,"ISP","OAK","Southwest"
"JAX-PIT","B6",694,153,"JAX","PIT","Jetblue"
"KTN-LGB","AS",1624,153,"KTN","LGB","Alaska"
"LAX-MKE","AA",1756,153,"LAX","MKE","American"
"LAX-PUW","UA",886,153,"LAX","PUW","United"
"LGA-PIT","DL",335,153,"LGA","PIT","Delta"
"MSY-SAV","WN",557,153,"MSY","SAV","Southwest"
"RDU-SRQ","WN",625,153,"RDU","SRQ","Southwest"
"ABE-DFW","AA",1307,152,"ABE","DFW","American"
"BDL-PBI","WN",1133,152,"BDL","PBI","Southwest"
"BNA-DEN","AA",1014,152,"BNA","DEN","American"
"BOS-GRR","WN",740,152,"BOS","GRR","Southwest"
"BOS-ONT","AS",2566,152,"BOS","ONT","Alaska"
"CHS-DCA","B6",444,152,"CHS","DCA","Jetblue"
"HNL-OGG","DL",100,152,"HNL","OGG","Delta"
"IAD-TPA","WN",811,152,"IAD","TPA","Southwest"
"MSP-SEA","B6",1399,152,"MSP","SEA","Jetblue"
"OCF-TCL","DL",424,152,"OCF","TCL","Delta"
"ONT-SAN","B6",94,152,"ONT","SAN","Jetblue"
"PBI-SFO","B6",2567,152,"PBI","SFO","Jetblue"
"PHX-TUS","WN",110,152,"PHX","TUS","Southwest"
"ABQ-BOI","WN",781,151,"ABQ","BOI","Southwest"
"AHN-LEX","DL",291,151,"AHN","LEX","Delta"
"AUS-BOI","AA",1375,151,"AUS","BOI","American"
"BDL-MSP","B6",1050,151,"BDL","MSP","Jetblue"
"BFI-DEN","DL",1026,151,"BFI","DEN","Delta"
"BHM-TYS","DL",220,151,"BHM","TYS","Delta"
"BHM-XNA","UA",468,151,"BHM","XNA","United"
"BTR-IAH","DL",253,151,"BTR","IAH","Delta"
"CHS-SJC","WN",2373,151,"CHS","SJC","Southwest"
"COS-VPS","WN",1181,151,"COS","VPS","Southwest"
"DCA-IAD","B6",24,151,"DCA","IAD","Jetblue"
"DFW-SWO","AA",225,151,"DFW","SWO","American"
