"pair","carrier","dist","pass","port1","port2","carrier_name","Hubs","city1","city2","nsmiles","passengers_sum","fare","ppm","income"
"CLT-SFO","DL",2296,97,"CLT","SFO","Delta",0,"Charlotte, NC","San Francisco, CA",2296,1750,299.408458220481,0.130404380758049,523964.801885842
"IAD-JAX","B6",630,97,"IAD","JAX","Jetblue",0,"Washington, DC","Jacksonville, FL",663,3332,176.362841771702,0.279941018685242,587640.988783313
"IAD-MKE","B6",611,97,"IAD","MKE","Jetblue",0,"Washington, DC","Milwaukee, WI",641,1411,199.172227885192,0.325977459713899,281032.013546006
"BNA-IAD","AA",542,96,"BNA","IAD","American",0,"Nashville, TN","Washington, DC",587,4309,184.150309229854,0.339760718136262,793503.682471441
"CLE-LAS","DL",1824,96,"CLE","LAS","Delta",0,"Cleveland, OH","Las Vegas, NV",1846,2638,212.634437925401,0.116575897985417,560929.647247209
"CVG-LGA","WN",585,96,"CVG","LGA","Southwest",0,"Cincinnati, OH","New York City, NY",626,2474,161.618264993704,0.276270538450776,399843.587594423
"DCA-JFK","B6",213,96,"DCA","JFK","Jetblue",1,"Washington, DC","New York City, NY",249,3727,184.239079820566,0.864972205730357,686659.05049125
"HOU-MCO","DL",849,96,"HOU","MCO","Delta",0,"Houston, TX","Orlando, FL",854,6599,153.774826621054,0.181124648552479,1014760.08087234
"JFK-SYR","OO",209,96,"JFK","SYR","Skywest",0,"New York City, NY","Syracuse, NY",222,269,148.002069862505,0.708143874940214,39812.5567930138
"MIA-PHL","WN",1013,96,"MIA","PHL","Southwest",0,"Miami, FL","Philadelphia, PA",1013,8720,127.410249008092,0.125775171775017,1111017.37135056
"BOS-SRQ","WN",1220,95,"BOS","SRQ","Southwest",0,"Boston, MA","Sarasota/Bradenton, FL",1240,1133,191.807515329294,0.157219274860077,217317.91486809
"DFW-STL","OO",550,95,"DFW","STL","Skywest",0,"Dallas/Fort Worth, TX","St. Louis, MO",550,3163,187.784784787193,0.341426881431261,593963.274281893
"JAX-LGA","DL",833,95,"JAX","LGA","Delta",1,"Jacksonville, FL","New York City, NY",866.25,5146,174.206446220667,0.209131388020009,896466.372251554
"JFK-OKC","DL",1345,95,"JFK","OKC","Delta",1,"New York City, NY","Oklahoma City, OK",1381,278,295.198444635933,0.219478397498835,82065.1676087893
"LGA-SMF","WN",2514,95,"LGA","SMF","Southwest",0,"New York City, NY","Sacramento, CA",2553,1619,286.394015482322,0.113919656118664,463671.91106588
"CLT-ORD","DL",599,94,"CLT","ORD","Delta",0,"Charlotte, NC","Chicago, IL",599,3652,172.914510660174,0.288671971052044,631483.792930957
"DEN-TPA","DL",1506,94,"DEN","TPA","Delta",0,"Denver, CO","Tampa, FL",1506,4647,204.087019475436,0.135515949186877,948392.379502353
"IAD-MCI","UA",926,94,"IAD","MCI","United",1,"Washington, DC","Kansas City, MO",967,2129,215.476671289171,0.232696189297161,458749.833174645
"JFK-OKC","B6",1345,94,"JFK","OKC","Jetblue",1,"New York City, NY","Oklahoma City, OK",1381,278,295.198444635933,0.219478397498835,82065.1676087893
"MCO-SFO","DL",2446,94,"MCO","SFO","Delta",0,"Orlando, FL","San Francisco, CA",2446,3691,227.765814192213,0.0931176672903569,840683.620183458
"BNA-CLT","B6",328,93,"BNA","CLT","Jetblue",0,"Nashville, TN","Charlotte, NC",328,1483,202.963353919553,0.618790713169369,300994.653862697
"BUF-ORD","B6",473,93,"BUF","ORD","Jetblue",0,"Buffalo, NY","Chicago, IL",473,623,179.053413302104,0.378548442499163,111550.276487211
"BUF-TPA","B6",1053,93,"BUF","TPA","Jetblue",0,"Buffalo, NY","Tampa, FL",1053,998,214.633788425418,0.203830758238763,214204.520848567
"CMH-DEN","DL",1154,93,"CMH","DEN","Delta",0,"Columbus, OH","Denver, CO",1154,1513,216.570678106014,0.187669565083201,327671.4359744
"HOU-PHL","DL",1336,93,"HOU","PHL","Delta",0,"Houston, TX","Philadelphia, PA",1336,2447,198.02450331198,0.148221933616751,484565.959604414
"BNA-TPA","B6",612,92,"BNA","TPA","Jetblue",0,"Nashville, TN","Tampa, FL",612,2394,179.979128965541,0.294083544061342,430870.034743506
"BOS-ORD","WN",867,92,"BOS","ORD","Southwest",0,"Boston, MA","Chicago, IL",867,9010,159.556129855716,0.184032445046962,1437600.73
"BOS-PHL","AS",280,92,"BOS","PHL","Alaska",0,"Boston, MA","Philadelphia, PA",289,3002,170.366427393346,0.608451526404806,511440.015034824
"BOS-SEA","WN",2496,92,"BOS","SEA","Southwest",0,"Boston, MA","Seattle, WA",2496,3548,278.652645494668,0.111639681688569,988659.586215083
"DFW-RDU","B6",1061,92,"DFW","RDU","Jetblue",0,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1061,2150,234.876760523168,0.221373007090639,504985.035124812
"IAD-SAT","DL",1362,92,"IAD","SAT","Delta",0,"Washington, DC","San Antonio, TX",1407,2498,265.930570107816,0.195250051474167,664294.564129324
"ORD-SLC","WN",1250,92,"ORD","SLC","Southwest",0,"Chicago, IL","Salt Lake City, UT",1259,2940,182.603962585034,0.146083170068027,536855.65
"DFW-MKE","UA",853,91,"DFW","MKE","United",0,"Dallas/Fort Worth, TX","Milwaukee, WI",853,1256,241.728745220648,0.283386571184816,303611.303997134
"DFW-SAT","OO",247,91,"DFW","SAT","Skywest",0,"Dallas/Fort Worth, TX","San Antonio, TX",247,2581,162.540559026605,0.65805894342755,419517.182847667
"DEN-MCO","DL",1546,90,"DEN","MCO","Delta",0,"Denver, CO","Orlando, FL",1546,7043,188.905972214605,0.122190150203496,1330464.76230747
"DTW-SAT","AA",1214,90,"DTW","SAT","American",0,"Detroit, MI","San Antonio, TX",1214,254,228.780711053652,0.1884519860409,58110.3006076277
"LAS-PHX","AS",255,90,"LAS","PHX","Alaska",0,"Las Vegas, NV","Phoenix, AZ",276,4419,116.6212476453,0.45733822606,515349.293344581
"SAT-SFO","DL",1482,90,"SAT","SFO","Delta",0,"San Antonio, TX","San Francisco, CA",1482,935,253.677443569475,0.171172364081967,237188.409737459
"STL-TPA","AA",869,90,"STL","TPA","American",0,"St. Louis, MO","Tampa, FL",869,1775,198.469624557613,0.228388520779762,352283.583589764
"ORD-SAN","WN",1723,89,"ORD","SAN","Southwest",0,"Chicago, IL","San Diego, CA",1728,5301,195.783182996,0.113629241437029,1037846.6530618
"CMH-TPA","DL",829,88,"CMH","TPA","Delta",0,"Columbus, OH","Tampa, FL",829,2044,157.696444064402,0.190224902369604,322331.531667638
"DSM-LAX","WN",1447,88,"DSM","LAX","Southwest",1,"Des Moines, IA","Los Angeles, CA",1447,257,253.913063641839,0.175475510464298,65255.6573559526
"IAH-MEM","WN",468,88,"IAH","MEM","Southwest",0,"Houston, TX","Memphis, TN",484,1178,141.338845500849,0.302006080130019,166497.16
"ORD-SAT","DL",1041,88,"ORD","SAT","Delta",0,"Chicago, IL","San Antonio, TX",1041,1792,227.138316953631,0.21819242742904,407031.863980906
"ATL-GRR","WN",640,87,"ATL","GRR","Southwest",1,"Atlanta, GA","Grand Rapids, MI",640,580,169.307155172414,0.264542429956897,98198.15
"BOS-MKE","B6",860,87,"BOS","MKE","Jetblue",1,"Boston, MA","Milwaukee, WI",860,265,226.834734411086,0.263761319082658,60111.2046189377
"BOS-PHL","UA",280,87,"BOS","PHL","United",0,"Boston, MA","Philadelphia, PA",289,3002,170.366427393346,0.608451526404806,511440.015034824
"MKE-TPA","DL",1075,87,"MKE","TPA","Delta",0,"Milwaukee, WI","Tampa, FL",1075,1519,200.534423272323,0.186543649555649,304611.788950658
"CHS-IAD","AA",441,86,"CHS","IAD","American",0,"Charleston, SC","Washington, DC",472,2749,164.166546500895,0.372259742632416,451293.836330962
"MIA-PDX","DL",2700,86,"MIA","PDX","Delta",0,"Miami, FL","Portland, OR",2700,958,261.959801670146,0.0970221487667208,250957.49
"CLE-MCO","DL",895,85,"CLE","MCO","Delta",0,"Cleveland, OH","Orlando, FL",895,3259,143.001300235249,0.159777989089663,466041.237466675
"MYR-ORD","WN",753,85,"MYR","ORD","Southwest",0,"Myrtle Beach, SC","Chicago, IL",753,928,146.998746315704,0.195217458586593,136414.836580974
"ORD-TPA","DL",1011,85,"ORD","TPA","Delta",0,"Chicago, IL","Tampa, FL",1011,8203,144.933384981133,0.14335646387847,1188888.55700023
"OKC-SEA","AA",1519,84,"OKC","SEA","American",0,"Oklahoma City, OK","Seattle, WA",1519,277,198.042166666667,0.130376673249945,54857.6801666667
"PHL-RDU","B6",337,84,"PHL","RDU","Jetblue",0,"Philadelphia, PA","Raleigh/Durham, NC",337,1246,205.176812861261,0.608833272585343,255650.308825131
"BOS-PDX","WN",2537,83,"BOS","PDX","Southwest",0,"Boston, MA","Portland, OR",2537,1557,290.220128630533,0.114395005372697,451872.740277739
"DCA-GRR","WN",524,83,"DCA","GRR","Southwest",0,"Washington, DC","Grand Rapids, MI",528,264,153.61,0.293148854961832,40553.04
"IAD-JFK","OO",228,83,"IAD","JFK","Skywest",0,"Washington, DC","New York City, NY",249,3727,184.239079820566,0.808066139563886,686659.05049125
"IND-PHL","WN",588,83,"IND","PHL","Southwest",0,"Indianapolis, IN","Philadelphia, PA",588,615,211.7777603566,0.360166259109863,130243.322619309
"LGA-RDU","WN",431,83,"LGA","RDU","Southwest",0,"New York City, NY","Raleigh/Durham, NC",462,7603,146.334545153907,0.339523306621594,1112581.54680515
"MDW-PHL","DL",668,83,"MDW","PHL","Delta",0,"Chicago, IL","Philadelphia, PA",678,5295,177.615195797561,0.265891011672995,940472.461748085
"MEM-ORD","DL",491,82,"MEM","ORD","Delta",0,"Memphis, TN","Chicago, IL",491,1514,164.611229429275,0.335257086414002,249221.401355922
"OKC-ORD","UA",693,82,"OKC","ORD","United",1,"Oklahoma City, OK","Chicago, IL",693,616,190.632698186645,0.275083258566587,117429.742082973
"CLT-HOU","AA",920,81,"CLT","HOU","American",1,"Charlotte, NC","Houston, TX",920,2137,194.739288722508,0.21167313991577,416157.86
"DCA-SDF","WN",474,80,"DCA","SDF","Southwest",0,"Washington, DC","Louisville, KY",495,1300,137.690430769231,0.290486140863356,178997.56
"MCO-OKC","DL",1069,80,"MCO","OKC","Delta",0,"Orlando, FL","Oklahoma City, OK",1069,817,226.939131921114,0.212291049505251,185409.27077955
"DFW-LAS","DL",1055,79,"DFW","LAS","Delta",0,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,9659,159.142927372051,0.150846376655973,1537161.53548664
"MSY-ORD","DL",836,79,"MSY","ORD","Delta",0,"New Orleans, LA","Chicago, IL",836,3380,145.727867326521,0.174315630773351,492560.191563642
"MCO-MIA","WN",192,78,"MCO","MIA","Southwest",1,"Orlando, FL","Miami, FL",192,1516,113.205001954981,0.589609385182192,171618.782963751
"ORD-SAV","WN",773,78,"ORD","SAV","Southwest",0,"Chicago, IL","Savannah, GA",773,1292,154.170309597523,0.199444126258115,199188.04
"AUS-DFW","AS",190,77,"AUS","DFW","Alaska",0,"Austin, TX","Dallas/Fort Worth, TX",190,1367,177.262678462198,0.932961465590518,242318.081457825
"CVG-LGA","UA",585,77,"CVG","LGA","United",0,"Cincinnati, OH","New York City, NY",626,2474,177.720723524656,0.303796108589156,439681.07
"BOS-RDU","WN",612,76,"BOS","RDU","Southwest",0,"Boston, MA","Raleigh/Durham, NC",625,3353,192.517012909958,0.314570282532612,645509.54428709
"BZN-LAX","WN",902,76,"BZN","LAX","Southwest",1,"Bozeman, MT","Los Angeles, CA",908,629,189.312081971472,0.209880356952852,119077.299560056
"IAD-SFO","AS",2419,76,"IAD","SFO","Alaska",1,"Washington, DC","San Francisco, CA",2457,7021,292.70918885842,0.121004212012575,2055111.21497497
"IAH-SFO","B6",1635,76,"IAH","SFO","Jetblue",0,"Houston, TX","San Francisco, CA",1649,4840,202.09160756047,0.123603429700593,978123.380592673
"BOI-PDX","WN",344,75,"BOI","PDX","Southwest",0,"Boise, ID","Portland, OR",344,953,171.220713115139,0.497734631148661,163173.339598728
"BUF-JFK","DL",301,75,"BUF","JFK","Delta",1,"Buffalo, NY","New York City, NY",326,2293,168.464644570432,0.559683204552929,386289.43
"ATL-MIA","UA",594,74,"ATL","MIA","United",0,"Atlanta, GA","Miami, FL",594,15456,113.407449550106,0.190921632239236,1752825.54024644
"CLT-STL","DL",575,74,"CLT","STL","Delta",0,"Charlotte, NC","St. Louis, MO",575,1026,218.875494449817,0.380653033825768,224566.257305512
"BOI-SEA","WN",399,73,"BOI","SEA","Southwest",0,"Boise, ID","Seattle, WA",399,2607,125.214790197747,0.313821529317663,326434.958045528
"CHS-ORD","WN",760,73,"CHS","ORD","Southwest",0,"Charleston, SC","Chicago, IL",760,1603,152.038153462258,0.200050201924024,243717.16
"JFK-RDU","DL",427,73,"JFK","RDU","Delta",1,"New York City, NY","Raleigh/Durham, NC",462,7603,163.312884387742,0.382465771399863,1241667.86
"BOS-MKE","WN",860,72,"BOS","MKE","Southwest",0,"Boston, MA","Milwaukee, WI",860,265,226.834734411086,0.263761319082658,60111.2046189377
"IAD-PBI","WN",859,72,"IAD","PBI","Southwest",0,"Washington, DC","West Palm Beach/Palm Beach, FL",883,3124,185.150233674776,0.215541599155734,578409.33
"IAH-SMF","OO",1609,72,"IAH","SMF","Skywest",1,"Houston, TX","Sacramento, CA",1624,1152,226.025886683445,0.140476001667772,260381.821459328
"LAS-SFO","B6",414,72,"LAS","SFO","Jetblue",0,"Las Vegas, NV","San Francisco, CA",414,13618,135.118940016981,0.326374251248747,1840049.72515125
"PHL-SFO","WN",2521,72,"PHL","SFO","Southwest",0,"Philadelphia, PA","San Francisco, CA",2521,2628,318.413687214612,0.126304516943519,836791.17
"ATL-CLT","WN",226,71,"ATL","CLT","Southwest",1,"Atlanta, GA","Charlotte, NC",226,560,181.943020833337,0.805057614306801,101888.091666669
"DCA-SFO","WN",2442,71,"DCA","SFO","Southwest",0,"Washington, DC","San Francisco, CA",2457,7021,270.577575843897,0.110801628109704,1899725.16
"ABQ-LAS","AA",486,70,"ABQ","LAS","American",0,"Albuquerque, NM","Las Vegas, NV",486,1242,191.697958463071,0.394440243751176,238088.864411135
"ABQ-SFO","UA",896,70,"ABQ","SFO","United",1,"Albuquerque, NM","San Francisco, CA",896,1246,244.883830059857,0.273307846048948,305125.252254582
"DFW-LAS","OO",1055,70,"DFW","LAS","Skywest",0,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,9659,159.142927372051,0.150846376655973,1537161.53548664
"IAH-SFO","WN",1635,70,"IAH","SFO","Southwest",0,"Houston, TX","San Francisco, CA",1649,4840,214.930683884298,0.131456075770213,1040264.51
"JFK-SEA","AA",2422,70,"JFK","SEA","American",1,"New York City, NY","Seattle, WA",2441.5,7118,281.517447681664,0.116233463122074,2003841.19259808
"PHX-SMF","UA",647,70,"PHX","SMF","United",0,"Phoenix, AZ","Sacramento, CA",647,3822,147.035298062218,0.227257029462469,561968.909193796
"DEN-PHL","OO",1558,69,"DEN","PHL","Skywest",1,"Denver, CO","Philadelphia, PA",1558,4306,195.805900928072,0.125677728451908,843140.20939628
"OKC-ORD","AA",693,69,"OKC","ORD","American",1,"Oklahoma City, OK","Chicago, IL",693,616,185.589285714286,0.267805607091321,114323
"ORD-SEA","OO",1721,69,"ORD","SEA","Skywest",1,"Chicago, IL","Seattle, WA",1733,6104,174.261442383274,0.101255922360996,1063691.8443075
"SFO-STL","UA",1735,69,"SFO","STL","United",1,"San Francisco, CA","St. Louis, MO",1735,1291,285.688722971937,0.164662088168263,368824.14135677
"BHM-IAH","WN",562,68,"BHM","IAH","Southwest",0,"Birmingham, AL","Houston, TX",570,282,164.27,0.29229537366548,46324.14
"DFW-RDU","DL",1061,68,"DFW","RDU","Delta",0,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1061,2150,234.876760523168,0.221373007090639,504985.035124812
"HOU-JFK","B6",1428,68,"HOU","JFK","Jetblue",1,"Houston, TX","New York City, NY",1465,11136,178.030684925725,0.124671347987202,1982549.70733288
"BOS-CLT","WN",728,67,"BOS","CLT","Southwest",0,"Boston, MA","Charlotte, NC",737,4398,180.400485063441,0.247802864098133,793401.333309014
"BOS-PIT","WN",496,67,"BOS","PIT","Southwest",0,"Boston, MA","Pittsburgh, PA",496,1635,199.261777961189,0.401737455566914,325793.006966545
"LAS-SEA","OO",867,67,"LAS","SEA","Skywest",1,"Las Vegas, NV","Seattle, WA",867,9626,129.811275200482,0.149724654210475,1249563.33507984
"SAN-SEA","UA",1050,67,"SAN","SEA","United",0,"San Diego, CA","Seattle, WA",1050,7730,147.08570197581,0.140081620929343,1136972.47627301
"ELP-SAT","OO",496,66,"ELP","SAT","Skywest",0,"El Paso, TX","San Antonio, TX",496,262,206.749870789109,0.416834416913527,54168.4661467466
"IAD-TUS","WN",1933,66,"IAD","TUS","Southwest",0,"Washington, DC","Tucson, AZ",1976,259,269.96,0.139658561821004,69919.64
"JFK-PIT","AA",340,66,"JFK","PIT","American",1,"New York City, NY","Pittsburgh, PA",375,2433,153.869773941636,0.45255815865187,374365.16
"MIA-SEA","WN",2724,66,"MIA","SEA","Southwest",0,"Miami, FL","Seattle, WA",2724,2836,223.966168247984,0.0822195918678355,635168.053151283
"MKE-SFO","UA",1845,66,"MKE","SFO","United",1,"Milwaukee, WI","San Francisco, CA",1845,252,302.956072212248,0.16420383317737,76344.9301974866
"PHL-SAN","DL",2370,66,"PHL","SAN","Delta",0,"Philadelphia, PA","San Diego, CA",2370,1639,304.873711157427,0.128638696690898,499688.012587023
"PHL-STL","UA",814,66,"PHL","STL","United",0,"Philadelphia, PA","St. Louis, MO",814,997,245.710782404399,0.301855998039802,244973.650057186
"ATL-STL","UA",484,65,"ATL","STL","United",0,"Atlanta, GA","St. Louis, MO",484,2547,148.28772416902,0.306379595390537,377688.833458494
"DFW-IAD","DL",1172,65,"DFW","IAD","Delta",0,"Dallas/Fort Worth, TX","Washington, DC",1217,9154,193.185416073341,0.164833972758823,1768419.29873536
"HOU-MKE","DL",1004,65,"HOU","MKE","Delta",0,"Houston, TX","Milwaukee, WI",1004,539,247.41962394958,0.246433888395996,133359.177308824
"IAD-MIA","WN",921,65,"IAD","MIA","Southwest",0,"Washington, DC","Miami, FL",946,15765,157.724785283857,0.171253838527532,2486531.24
"LGA-SDF","AA",659,65,"LGA","SDF","American",1,"New York City, NY","Louisville, KY",699,859,185.783504074505,0.281917305120645,159588.03
"PHL-SAV","WN",629,65,"PHL","SAV","Southwest",0,"Philadelphia, PA","Savannah, GA",629,270,207.953003802281,0.33060890906563,56147.311026616
"CLE-LGA","UA",419,64,"CLE","LGA","United",0,"Cleveland, OH","New York City, NY",459,2784,178.379234913793,0.425726097646284,496607.79
"LAS-SEA","UA",867,64,"LAS","SEA","United",0,"Las Vegas, NV","Seattle, WA",867,9626,129.811275200482,0.149724654210475,1249563.33507984
"MDW-SAN","DL",1728,64,"MDW","SAN","Delta",0,"Chicago, IL","San Diego, CA",1728,5301,195.783182996,0.113300453122685,1037846.6530618
"MKC-PHX","UA",1046,64,"MKC","PHX","United",0,"Kansas City, MO","Phoenix, AZ",1044,2543,229.289348228879,0.219205877847876,583082.812546039
"PHL-PHX","UA",2075,64,"PHL","PHX","United",0,"Philadelphia, PA","Phoenix, AZ",2075,2806,253.007622934158,0.121931384546582,709939.389953247
"BFI-DEN","UA",1026,63,"BFI","DEN","United",1,"Seattle, WA","Denver, CO",1024,6383,146.251313690501,0.142545140049222,933522.13528647
"PHX-STL","UA",1262,63,"PHX","STL","United",0,"Phoenix, AZ","St. Louis, MO",1262,2555,189.819148403233,0.15041136957467,484987.924170261
"ATL-MCI","B6",692,62,"ATL","MCI","Jetblue",0,"Atlanta, GA","Kansas City, MO",692,2148,182.970813732121,0.264408690364337,393021.307896596
"CLT-MCI","B6",808,62,"CLT","MCI","Jetblue",0,"Charlotte, NC","Kansas City, MO",808,261,219.498233360723,0.271656229406835,57289.0389071487
"CVG-SEA","WN",1965,62,"CVG","SEA","Southwest",0,"Cincinnati, OH","Seattle, WA",1965,662,258.650025804795,0.131628511859947,171226.317082775
"DFW-MKC","UA",451,62,"DFW","MKC","United",0,"Dallas/Fort Worth, TX","Kansas City, MO",461,3053,183.482865735101,0.406835622472507,560173.189089262
"DFW-SAT","DL",247,62,"DFW","SAT","Delta",0,"Dallas/Fort Worth, TX","San Antonio, TX",247,2581,162.540559026605,0.65805894342755,419517.182847667
"LAX-PIT","UA",2136,62,"LAX","PIT","United",1,"Los Angeles, CA","Pittsburgh, PA",2136,1746,313.110741251225,0.146587425679412,546691.354224638
"MDW-STL","DL",251,62,"MDW","STL","Delta",0,"Chicago, IL","St. Louis, MO",258,1622,158.493837285131,0.631449550936777,257077.004076483
"MIA-PIT","UA",1013,62,"MIA","PIT","United",0,"Miami, FL","Pittsburgh, PA",1013,2578,157.124368227274,0.155107964686352,405066.621289913
"PHL-SAN","UA",2370,62,"PHL","SAN","United",0,"Philadelphia, PA","San Diego, CA",2370,1639,304.873711157427,0.128638696690898,499688.012587023
"ATL-BKL","DL",564,61,"ATL","BKL","Delta",1,"Atlanta, GA","Cleveland, OH",554,3029,151.045090789039,0.267810444661417,457515.58
"ATL-CVG","UA",373,61,"ATL","CVG","United",0,"Atlanta, GA","Cincinnati, OH",373,933,161.472160805677,0.43290123540396,150653.526031697
"BFI-SAN","UA",1056,61,"BFI","SAN","United",0,"Seattle, WA","San Diego, CA",1050,7730,147.08570197581,0.139285702628608,1136972.47627301
"IAD-PBI","B6",859,61,"IAD","PBI","Jetblue",0,"Washington, DC","West Palm Beach/Palm Beach, FL",883,3124,194.728376771633,0.226691940362786,608331.449034581
"LGA-MDW","UA",725,61,"LGA","MDW","United",0,"New York City, NY","Chicago, IL",773,19937,189.500903345538,0.261380556338674,3778079.51
"MDW-PIT","DL",402,61,"MDW","PIT","Delta",0,"Chicago, IL","Pittsburgh, PA",413,1759,176.79020412301,0.439776627171667,310973.969052375
"MKE-RSW","DL",1183,61,"MKE","RSW","Delta",0,"Milwaukee, WI","Fort Myers, FL",1183,1497,196.574803305433,0.166166359514314,294272.480548234
"BFI-LAS","DL",871,60,"BFI","LAS","Delta",0,"Seattle, WA","Las Vegas, NV",867,9626,123.099636401413,0.141331385076249,1184957.1
"BKL-BOS","UA",553,60,"BKL","BOS","United",0,"Cleveland, OH","Boston, MA",563,1582,178.845498052151,0.323409580564469,282933.577918504
"BOS-MDW","UA",861,60,"BOS","MDW","United",0,"Boston, MA","Chicago, IL",867,9010,166.632685433967,0.19353389713585,1501360.49576004
"BUF-LAS","UA",1986,60,"BUF","LAS","United",0,"Buffalo, NY","Las Vegas, NV",1986,254,287.000587275693,0.144511876775274,72898.1491680261
"DFW-MDW","UA",797,60,"DFW","MDW","United",0,"Dallas/Fort Worth, TX","Chicago, IL",801,11432,146.73874779257,0.184113861722171,1677517.36476466
"DTW-MDW","OO",228,60,"DTW","MDW","Skywest",1,"Detroit, MI","Chicago, IL",235,1822,166.252829222618,0.729179075537797,302912.65484361
"IAH-MKC","UA",631,60,"IAH","MKC","United",1,"Houston, TX","Kansas City, MO",666,1684,194.479978130482,0.308209157100605,327504.283171731
"PIT-SFO","UA",2254,60,"PIT","SFO","United",1,"Pittsburgh, PA","San Francisco, CA",2254,665,345.852631578947,0.153439499369542,229992
"ATL-MKC","DL",681,59,"ATL","MKC","Delta",1,"Atlanta, GA","Kansas City, MO",692,2148,186.580651769088,0.27398039907355,400775.24
"BKL-BOS","DL",553,59,"BKL","BOS","Delta",1,"Cleveland, OH","Boston, MA",563,1582,164.317781289507,0.29713884500815,259950.73
"DFW-MIA","UA",1121,59,"DFW","MIA","United",0,"Dallas/Fort Worth, TX","Miami, FL",1121,9180,134.039573115571,0.119571430076335,1230483.28120095
"IAH-SFO","AA",1635,59,"IAH","SFO","American",0,"Houston, TX","San Francisco, CA",1649,4840,202.09160756047,0.123603429700593,978123.380592673
"MCO-SEA","B6",2554,59,"MCO","SEA","Jetblue",1,"Orlando, FL","Seattle, WA",2554,3370,232.783555270105,0.0911446966601819,784480.581260253
"MKE-SEA","UA",1694,59,"MKE","SEA","United",0,"Milwaukee, WI","Seattle, WA",1694,308,241.542961165049,0.142587344253275,74395.2320388349
"OKC-ORD","WN",693,59,"OKC","ORD","Southwest",0,"Oklahoma City, OK","Chicago, IL",693,616,168.068474025974,0.242523050542531,103530.18
"ORD-TUS","WN",1437,59,"ORD","TUS","Southwest",0,"Chicago, IL","Tucson, AZ",1440,917,209.45745910578,0.145760235981753,192072.49
"PHL-RSW","DL",993,59,"PHL","RSW","Delta",0,"Philadelphia, PA","Fort Myers, FL",993,2563,163.518266771284,0.164670963515895,419097.317734801
"BFI-LAX","UA",959,58,"BFI","LAX","United",1,"Seattle, WA","Los Angeles, CA",978,21677,147.831806136983,0.154152039767449,3204550.06163139
"BFI-SFO","UA",684,58,"BFI","SFO","United",1,"Seattle, WA","San Francisco, CA",696,13356,147.450319940362,0.215570643187664,1969346.47312348
"CLE-PHX","DL",1737,58,"CLE","PHX","Delta",0,"Cleveland, OH","Phoenix, AZ",1754,1980,241.935218983704,0.139283373047613,479031.733587733
"DFW-SFO","DL",1464,58,"DFW","SFO","Delta",0,"Dallas/Fort Worth, TX","San Francisco, CA",1476,6869,204.738024495764,0.139848377387817,1406345.4902614
"MIA-TPA","UA",204,58,"MIA","TPA","United",0,"Miami, FL","Tampa, FL",204,2202,110.465668079395,0.541498372938211,243245.401110828
"MKC-SFO","UA",1506,58,"MKC","SFO","United",1,"Kansas City, MO","San Francisco, CA",1499,1195,270.043303740684,0.179311622669777,322701.747970117
"PIT-SFO","DL",2254,58,"PIT","SFO","Delta",0,"Pittsburgh, PA","San Francisco, CA",2254,665,331.242545428561,0.14695765103308,220276.292709993
"BFI-MDW","UA",1733,57,"BFI","MDW","United",0,"Seattle, WA","Chicago, IL",1733,6104,174.261442383274,0.100554784987463,1063691.8443075
"BOS-PIT","AA",496,57,"BOS","PIT","American",0,"Boston, MA","Pittsburgh, PA",496,1635,199.261777961189,0.401737455566914,325793.006966545
"BOS-SRQ","UA",1220,57,"BOS","SRQ","United",0,"Boston, MA","Sarasota/Bradenton, FL",1240,1133,120.08094439541,0.0984270036027954,136051.71
"BUF-LAX","WN",2218,57,"BUF","LAX","Southwest",1,"Buffalo, NY","Los Angeles, CA",2218,984,248.628333333333,0.112095731890592,244650.28
"CPS-DTW","DL",438,57,"CPS","DTW","Delta",1,"St. Louis, MO","Detroit, MI",440,602,202.67584717608,0.462730244694246,122010.86
"IAH-MCI","DL",643,57,"IAH","MCI","Delta",0,"Houston, TX","Kansas City, MO",666,1684,194.479978130482,0.30245719771459,327504.283171731
"JAX-PHL","AA",742,57,"JAX","PHL","American",1,"Jacksonville, FL","Philadelphia, PA",742,1172,201.878208191126,0.272073056861356,236601.26
"BFI-DFW","UA",1662,56,"BFI","DFW","United",0,"Seattle, WA","Dallas/Fort Worth, TX",1670,5146,210.944132215338,0.126921860538711,1085518.50438013
"LGA-TYS","DL",648,56,"LGA","TYS","Delta",1,"New York City, NY","Knoxville, TN",684,296,252.95,0.390354938271605,74873.2
"MDW-MKC","DL",404,56,"MDW","MKC","Delta",0,"Chicago, IL","Kansas City, MO",405,2889,163.175376908507,0.403899447793333,471413.663888676
"BFI-MKC","UA",1502,55,"BFI","MKC","United",0,"Seattle, WA","Kansas City, MO",1489,1328,228.640476883685,0.15222401923015,303634.553301534
"BNA-LAS","DL",1587,55,"BNA","LAS","Delta",0,"Nashville, TN","Las Vegas, NV",1587,2471,218.184510303254,0.137482363140047,539133.924959341
"DFW-LAX","UA",1235,55,"DFW","LAX","United",1,"Dallas/Fort Worth, TX","Los Angeles, CA",1246,18997,137.215033082442,0.111105289945297,2606673.98346714
