"city1","city2","nsmiles","passengers_sum","fare_mean","carrier_lg","fare_lg","carrier_low","fare_low","fare_other","port1_lat","port1_lon","port2_lat","port2_lon"
"Buffalo, NY","Los Angeles, CA",2218,984,273.347286585366,"AA",270.023140243902,"WN",248.628333333333,285.311896907776,42.94049835,-78.73220062,33.942501,-118.407997
"Buffalo, NY","Miami, FL",1185,1302,183.330568356375,"WN",188.674293394777,"B6",162.897219662058,187.02751385415,42.94049835,-78.73220062,25.79319954,-80.29060364
"Buffalo, NY","New York City, NY",326,2293,170.605935455735,"DL",168.464644570432,"B6",167.133484518099,178.529222864016,42.94049835,-78.73220062,40.639801,-73.7789
"Buffalo, NY","Orlando, FL",1011,2557,153.527759092687,"WN",163.722913570591,"F9",93.4322487289793,162.346117780988,42.94049835,-78.73220062,28.42939949,-81.30899811
"Buffalo, NY","Tampa, FL",1053,998,181.61495991984,"WN",191.523567134269,"F9",94.6441082164329,214.633788425418,42.94049835,-78.73220062,27.97550011,-82.53320313
"Buffalo, NY","Washington, DC",296,693,154.169163059163,"WN",144.774545454545,"WN",144.774545454545,161.829617843297,42.94049835,-78.73220062,38.8521,-77.037697
"Cedar Rapids/Iowa City, IA","Phoenix, AZ",1252,558,145.920806451613,"G4",111.1,"G4",111.1,191.486987574194,41.884701,-91.7108,33.435302,-112.005905
"Charleston, SC","Chicago, IL",760,1603,175.378640049906,"UA",182.2431378665,"WN",152.038153462258,193.724765006672,32.898602,-80.040497,41.9786,-87.9048
"Charleston, SC","Dallas/Fort Worth, TX",987,1081,209.341896392229,"AA",219.183607770583,"WN",180.171572617946,241.021683373309,32.898602,-80.040497,32.896801,-97.038002
"Charleston, SC","Denver, CO",1449,917,214.438026172301,"WN",206.896194111232,"WN",152.108898582334,230.761952713013,32.898602,-80.040497,39.86169815,-104.6729965
"Charleston, SC","Houston, TX",928,260,199.31,"UA",218.86,"WN",164.78,223.446884176183,32.898602,-80.040497,29.9843998,-95.34140015
"Charleston, SC","Los Angeles, CA",2206,1046,232.873728489484,"AA",194.389369024857,"B6",173.712313575526,270.12342806329,32.898602,-80.040497,33.942501,-118.407997
"Charleston, SC","Miami, FL",489,884,162.475961538462,"AA",173.552307692308,"B6",129.714230769231,182.131211245907,32.898602,-80.040497,25.79319954,-80.29060364
"Charleston, SC","Nashville, TN",439,258,146.94,"WN",134.21,"WN",134.21,196.277284251585,32.898602,-80.040497,36.12450027,-86.67819977
"Charleston, SC","New York City, NY",674.25,4873,161.790406320542,"UA",142.849127847322,"UA",142.849127847322,175.571218517798,32.898602,-80.040497,40.639801,-73.7789
"Charleston, SC","Philadelphia, PA",550,1083,184.147922437673,"AA",193.45432132964,"F9",81.3196952908587,200.858881288586,32.898602,-80.040497,39.87189865,-75.2410965
"Charleston, SC","Washington, DC",472,2749,158.610043652237,"WN",154.344692615497,"WN",143.943703164787,164.166546500895,32.898602,-80.040497,38.8521,-77.037697
"Charlotte, NC","Chicago, IL",599,3652,166.135301204819,"AA",167.456297918949,"WN",148.512795728368,172.914510660174,35.2140007,-80.94309998,41.9786,-87.9048
"Charlotte, NC","Cleveland, OH",430,947,193.956642027455,"AA",197.625279831045,"WN",143.431795142555,175.122723562894,35.2140007,-80.94309998,41.4117012,-81.84980011
"Charlotte, NC","Dallas/Fort Worth, TX",936,3480,203.13175862069,"AA",208.130155172414,"WN",171.888787356322,183.893230498499,35.2140007,-80.94309998,32.896801,-97.038002
"Charlotte, NC","Denver, CO",1337,3466,157.558015002885,"AA",161.840106751298,"WN",96.8903519907675,172.442067100084,35.2140007,-80.94309998,39.86169815,-104.6729965
"Charlotte, NC","Detroit, MI",500,1583,162.998130132659,"DL",166.695060012634,"AA",157.878452305749,155.426109533494,35.2140007,-80.94309998,42.21239853,-83.35340118
"Charlotte, NC","Fort Myers, FL",600,576,189.505833333333,"AA",189.844895833333,"AA",181.4534375,197.202950687306,35.2140007,-80.94309998,26.53619957,-81.75520325
"Charlotte, NC","Hartford, CT",644,952,224.703319327731,"AA",227.378886554622,"WN",184.914222689076,219.025258458764,35.2140007,-80.94309998,41.93851,-72.688066
"Charlotte, NC","Houston, TX",920,2137,198.703387927,"AA",194.739288722508,"UA",194.503416003744,202.977531977134,35.2140007,-80.94309998,29.9843998,-95.34140015
"Charlotte, NC","Kansas City, MO",808,261,229.73,"AA",232.8,"WN",215.21,219.498233360723,35.2140007,-80.94309998,39.2976,-94.713898
"Charlotte, NC","Las Vegas, NV",1916,3094,228.839053005818,"AA",255.327886231416,"DL",110.780552682612,187.322140015404,35.2140007,-80.94309998,36.08010101,-115.1520004
"Charlotte, NC","Los Angeles, CA",2125,3739,273.76109654988,"AA",276.925833110457,"F9",137.941150040118,267.228011620155,35.2140007,-80.94309998,33.942501,-118.407997
"Charlotte, NC","Miami, FL",650,4769,153.815370098553,"AA",155.585523170476,"NK",99.9899245124764,173.195003032222,35.2140007,-80.94309998,25.79319954,-80.29060364
"Charlotte, NC","Minneapolis/St. Paul, MN",930,1412,199.588498583569,"AA",192.800764872521,"AA",189.473144475921,206.87882129063,35.2140007,-80.94309998,44.93450165,-93.05999756
"Charlotte, NC","Nashville, TN",328,1483,153.382049898854,"AA",158.513857046527,"WN",123.242960215779,202.963353919553,35.2140007,-80.94309998,36.12450027,-86.67819977
"Charlotte, NC","New Orleans, LA",651,582,192.48381443299,"AA",195.432680412371,"DL",165.376701030928,175.374488410159,35.2140007,-80.94309998,29.99340057,-90.25800323
"Charlotte, NC","New York City, NY",575,9280,177.829547413793,"AA",179.106073275862,"UA",175.430279094828,170.692171038248,35.2140007,-80.94309998,40.639801,-73.7789
"Charlotte, NC","Orlando, FL",468,2377,163.460635254523,"AA",175.483824148086,"F9",93.2028270929743,142.413777080768,35.2140007,-80.94309998,28.42939949,-81.30899811
"Charlotte, NC","Philadelphia, PA",449,2415,154.29201242236,"AA",161.967933747412,"DL",87.2409482401656,161.739089622076,35.2140007,-80.94309998,39.87189865,-75.2410965
"Charlotte, NC","Phoenix, AZ",1773,2270,247.256273127753,"AA",250.803035242291,"F9",132.337127753304,236.344323379104,35.2140007,-80.94309998,33.435302,-112.005905
"Charlotte, NC","Pittsburgh, PA",366,295,194.26,"AA",199.14,"UA",147.98,158.032694063927,35.2140007,-80.94309998,40.49150085,-80.23290253
"Charlotte, NC","Salt Lake City, UT",1727,863,258.375388180765,"AA",254.245724217845,"AA",253.541367323291,242.842423108496,35.2140007,-80.94309998,40.785749,-111.979746
"Charlotte, NC","San Antonio, TX",1095,257,248.39,"AA",250,"WN",227.66,245.605039193729,35.2140007,-80.94309998,29.533701,-98.469803
"Charlotte, NC","San Diego, CA",2077,1064,307.365112781955,"AA",316.168421052632,"WN",154.822443609023,289.745524389982,35.2140007,-80.94309998,32.73360062,-117.1900024
"Charlotte, NC","San Francisco, CA",2296,1750,298.761674285714,"AA",301.991531428571,"F9",112.402222857143,299.408458220481,35.2140007,-80.94309998,37.61899948,-122.375
"Charlotte, NC","Seattle, WA",2279,1000,289.60325,"AA",290.5603,"AA",287.31063,276.685042858869,35.2140007,-80.94309998,47.449001,-122.308998
"Charlotte, NC","St. Louis, MO",575,1026,156.300906432749,"AA",156.88604288499,"WN",145.494532163743,218.875494449817,35.2140007,-80.94309998,38.748697,-90.370003
"Charlotte, NC","Tampa, FL",507,1836,165.929248366013,"AA",165.594188453159,"WN",158.497282135076,168.890666266851,35.2140007,-80.94309998,27.97550011,-82.53320313
"Charlotte, NC","Washington, DC",361,3887,150.448157962439,"AA",155.730964754309,"WN",131.091378955493,146.290077637924,35.2140007,-80.94309998,38.8521,-77.037697
"Chicago, IL","Cincinnati, OH",264,844,149.726718009479,"AA",149.373542654028,"WN",123.841765402844,162.621494586916,41.9786,-87.9048,39.048801,-84.667801
"Chicago, IL","Cleveland, OH",343,2085,159.510450839329,"UA",163.691050359712,"WN",143.473386091127,169.706164398316,41.9786,-87.9048,41.4117012,-81.84980011
"Chicago, IL","Colorado Springs, CO",917,274,162.36,"WN",135.33,"WN",135.33,186.253134890731,41.9786,-87.9048,38.96969986,-104.8130035
"Chicago, IL","Columbus, OH",296,1665,162.755447447447,"AA",149.764048048048,"WN",146.287195195195,174.355387217091,41.9786,-87.9048,39.998001,-82.891899
"Chicago, IL","Dallas/Fort Worth, TX",801,11432,145.855901854444,"AA",161.297566480056,"WN",127.09835636809,146.73874779257,41.9786,-87.9048,32.896801,-97.038002
"Chicago, IL","Denver, CO",895,10475,143.794479236277,"UA",131.997097852029,"WN",128.240050596659,147.953353114757,41.9786,-87.9048,39.86169815,-104.6729965
"Chicago, IL","Detroit, MI",235,1822,159.323463227223,"DL",159.856860592755,"WN",138.561536772777,166.252829222618,41.9786,-87.9048,42.21239853,-83.35340118
"Chicago, IL","El Paso, TX",1237,318,189.41,"AA",177.3,"AA",177.3,207.880808080808,41.9786,-87.9048,31.80719948,-106.3779984
"Chicago, IL","Fort Myers, FL",1120,7690,169.842040312094,"WN",173.784955786736,"WN",157.008486345904,167.257576791262,41.9786,-87.9048,26.53619957,-81.75520325
"Chicago, IL","Hartford, CT",783,1395,226.209548387097,"AA",228.815161290323,"WN",198.362322580645,244.23850263392,41.9786,-87.9048,41.93851,-72.688066
"Chicago, IL","Houston, TX",945,8946,146.127366420747,"UA",162.35045159848,"WN",133.456245249273,135.719926823704,41.9786,-87.9048,29.9843998,-95.34140015
"Chicago, IL","Jacksonville, FL",864,1830,200.115846994536,"UA",201.200278688525,"WN",177.432540983607,213.818387863075,41.9786,-87.9048,30.49410057,-81.68789673
"Chicago, IL","Kansas City, MO",405,2889,161.729356178608,"WN",159.966192454136,"WN",154.687992384908,163.175376908507,41.9786,-87.9048,39.2976,-94.713898
"Chicago, IL","Knoxville, TN",475,272,163.6,"UA",168.89,"AA",160.61,145.96413592233,41.9786,-87.9048,35.811001,-83.994003
"Chicago, IL","Las Vegas, NV",1521,12315,178.568822574097,"WN",176.278227365002,"NK",111.870618757613,192.466092950245,41.9786,-87.9048,36.08010101,-115.1520004
"Chicago, IL","Los Angeles, CA",1750,18144,207.54149691358,"UA",217.082043650794,"WN",194.863417107584,199.348832745753,41.9786,-87.9048,33.942501,-118.407997
"Chicago, IL","Louisville, KY",286,588,141.411428571429,"UA",141.417023809524,"WN",133.323928571429,150.21393004502,41.9786,-87.9048,38.22800064,-85.66369629
"Chicago, IL","Memphis, TN",491,1514,150.80784015852,"WN",126.572688243065,"WN",126.572688243065,164.611229429275,41.9786,-87.9048,35.04240036,-89.97669983
"Chicago, IL","Miami, FL",1197,15356,142.349273899453,"AA",153.530481245116,"WN",126.588098463141,141.158657177958,41.9786,-87.9048,25.79319954,-80.29060364
"Chicago, IL","Minneapolis/St. Paul, MN",349,5462,131.142764555108,"DL",140.365446722812,"WN",117.344201757598,132.611747748615,41.9786,-87.9048,44.93450165,-93.05999756
"Chicago, IL","Myrtle Beach, SC",753,928,124.812068965517,"NK",104.847586206897,"NK",80.5682974137931,146.998746315704,41.9786,-87.9048,33.81169891,-78.72389984
"Chicago, IL","Nashville, TN",409,4361,141.105303829397,"WN",131.167961476726,"WN",131.167961476726,149.161889739621,41.9786,-87.9048,36.12450027,-86.67819977
"Chicago, IL","New Orleans, LA",836,3380,142.140899408284,"WN",135.069195266272,"WN",135.069195266272,145.727867326521,41.9786,-87.9048,29.99340057,-90.25800323
"Chicago, IL","New York City, NY",773,19937,186.280634498671,"UA",189.500903345538,"WN",173.871261473642,182.451331482409,41.9786,-87.9048,40.639801,-73.7789
"Chicago, IL","Norfolk, VA",717,1255,168.728621513944,"UA",168.055051792829,"WN",152.059561752988,187.800260706627,41.9786,-87.9048,36.8946,-76.201202
"Chicago, IL","Oklahoma City, OK",693,616,182.250487012987,"AA",185.589285714286,"WN",168.068474025974,190.632698186645,41.9786,-87.9048,35.393101,-97.6007
"Chicago, IL","Orlando, FL",1005,13382,143.338997907637,"WN",141.218157973397,"WN",141.218157973397,144.105592406676,41.9786,-87.9048,28.42939949,-81.30899811
"Chicago, IL","Palm Springs, CA",1657,313,311.51,"AA",295.13,"WN",260.65,377.834355555556,41.9786,-87.9048,33.8297,-116.507004
"Chicago, IL","Pensacola, FL",794,269,164.17,"AA",163.84,"WN",153.46,170.860400381316,41.9786,-87.9048,30.4734,-87.1866
"Chicago, IL","Philadelphia, PA",678,5295,176.586224740321,"AA",179.488315391879,"WN",167.738279508971,177.615195797561,41.9786,-87.9048,39.87189865,-75.2410965
"Chicago, IL","Phoenix, AZ",1444,12965,179.503902043965,"WN",176.195451600463,"WN",168.147128422676,183.279371649345,41.9786,-87.9048,33.435302,-112.005905
"Chicago, IL","Pittsburgh, PA",413,1759,164.274650369528,"AA",160.466827743036,"WN",142.010852757248,176.79020412301,41.9786,-87.9048,40.49150085,-80.23290253
"Chicago, IL","Portland, ME",900,335,231.79,"AA",225.48,"WN",215.11,244.354569147687,41.9786,-87.9048,43.646198,-70.309303
"Chicago, IL","Portland, OR",1751,2552,232.335023510972,"AS",237.069239811912,"WN",212.510497648903,237.833919570174,41.9786,-87.9048,45.58869934,-122.5979996
"Chicago, IL","Raleigh/Durham, NC",646,3164,169.90634323641,"UA",178.458084702908,"WN",153.544895701643,173.145417291492,41.9786,-87.9048,35.87760162,-78.78749847
"Chicago, IL","Richmond, VA",642,1048,170.73643129771,"UA",174.811517175573,"WN",142.262251908397,184.771913685901,41.9786,-87.9048,37.50519943,-77.31970215
"Chicago, IL","Sacramento, CA",1790,1608,261.035634328358,"UA",274.428544776119,"WN",249.015037313433,249.898453312998,41.9786,-87.9048,38.69540024,-121.5910034
"Chicago, IL","Salt Lake City, UT",1259,2940,202.243965986395,"DL",206.330176870748,"WN",182.603962585034,211.995235460536,41.9786,-87.9048,40.785749,-111.979746
"Chicago, IL","San Antonio, TX",1041,1792,211.5896484375,"AA",209.375172991071,"WN",198.480306919643,227.138316953631,41.9786,-87.9048,29.533701,-98.469803
"Chicago, IL","San Diego, CA",1728,5301,206.923320128278,"UA",217.740101867572,"UA",194.706108281456,195.783182996,41.9786,-87.9048,32.73360062,-117.1900024
"Chicago, IL","San Francisco, CA",1855,9452,248.049796868388,"UA",280.488884892086,"WN",217.865789250952,219.646690053074,41.9786,-87.9048,37.61899948,-122.375
"Chicago, IL","Sarasota/Bradenton, FL",1050,1838,190.165429815016,"UA",198.255179542982,"WN",164.275554951034,199.793846613453,41.9786,-87.9048,27.395399,-82.554398
"Chicago, IL","Savannah, GA",773,1292,168.932012383901,"UA",173.21903250774,"WN",154.170309597523,178.915067101335,41.9786,-87.9048,32.12760162,-81.20210266
"Chicago, IL","Seattle, WA",1733,6104,179.466997051114,"AS",181.151952817824,"WN",169.204344692005,174.261442383274,41.9786,-87.9048,47.449001,-122.308998
"Chicago, IL","St. Louis, MO",258,1622,150.85509864365,"WN",148.871072749692,"AA",146.211565967941,158.493837285131,41.9786,-87.9048,38.748697,-90.370003
"Chicago, IL","Tampa, FL",1011,8203,139.914175301719,"WN",134.48636962087,"NK",129.165038400585,144.933384981133,41.9786,-87.9048,27.97550011,-82.53320313
"Chicago, IL","Tucson, AZ",1440,917,242.528167938931,"AA",244.123369683751,"WN",209.45745910578,288.274324374079,41.9786,-87.9048,32.115004,-110.938053
"Chicago, IL","Washington, DC",621,10719,161.690605466928,"WN",154.13225767329,"WN",144.199193021737,170.361312130136,41.9786,-87.9048,38.8521,-77.037697
"Chicago, IL","West Palm Beach/Palm Beach, FL",1143,1628,214.071351351351,"AA",211.624262899263,"UA",210.752125307125,208.287223819309,41.9786,-87.9048,26.68320084,-80.09559631
"Cincinnati, OH","Dallas/Fort Worth, TX",812,1426,197.377279102384,"AA",196.333906030856,"AA",159.01729312763,221.176426987276,39.048801,-84.667801,32.896801,-97.038002
"Cincinnati, OH","Denver, CO",1069,2140,153.791962616822,"DL",167.428462616822,"WN",96.7536401869159,162.24188371848,39.048801,-84.667801,39.86169815,-104.6729965
"Cincinnati, OH","Fort Myers, FL",879,1433,164.616866713189,"DL",188.597103977669,"F9",97.2242637822749,157.169299594884,39.048801,-84.667801,26.53619957,-81.75520325
"Cincinnati, OH","Houston, TX",886,1066,193.17373358349,"UA",197.131969981238,"WN",155.829943714822,226.302236033099,39.048801,-84.667801,29.9843998,-95.34140015
"Cincinnati, OH","Las Vegas, NV",1678,2397,162.606491447643,"DL",211.675899040467,"G4",100.41239048811,146.061741631597,39.048801,-84.667801,36.08010101,-115.1520004
"Cincinnati, OH","Los Angeles, CA",1900,1588,257.402021410579,"DL",292.048822418136,"G4",173.571700251889,240.244793125217,39.048801,-84.667801,33.942501,-118.407997
"Cincinnati, OH","Miami, FL",948,2515,145.324345924453,"DL",171.207781312127,"G4",92.2420238568589,153.71982700995,39.048801,-84.667801,25.79319954,-80.29060364
"Cincinnati, OH","Minneapolis/St. Paul, MN",596,561,203.821497326203,"DL",236.754545454545,"SY",81.9766310160428,171.985302784617,39.048801,-84.667801,44.93450165,-93.05999756
"Cincinnati, OH","New York City, NY",626,2474,196.320218270008,"DL",218.606135812449,"UA",177.720723524656,161.618264993704,39.048801,-84.667801,40.639801,-73.7789
"Cincinnati, OH","Orlando, FL",757,2668,141.843654422789,"DL",164.169823838081,"F9",84.8560232383808,125.995873490881,39.048801,-84.667801,28.42939949,-81.30899811
"Cincinnati, OH","Philadelphia, PA",507,261,213.45,"AA",211.93,"UA",202.84,236.219084507042,39.048801,-84.667801,39.87189865,-75.2410965
"Cincinnati, OH","Phoenix, AZ",1569,1513,182.534170522141,"AA",191.360865829478,"G4",104.293866490416,212.324066704931,39.048801,-84.667801,33.435302,-112.005905
"Cincinnati, OH","San Francisco, CA",2036,543,314.47241252302,"DL",348.343996316759,"WN",263.688047882136,297.586779415172,39.048801,-84.667801,37.61899948,-122.375
"Cincinnati, OH","Seattle, WA",1965,662,238.957854984894,"AS",219.168791540785,"AS",219.168791540785,258.650025804795,39.048801,-84.667801,47.449001,-122.308998
"Cincinnati, OH","Tampa, FL",776,2374,128.104532434709,"DL",141.007089300758,"G4",89.670598146588,123.388317224862,39.048801,-84.667801,27.97550011,-82.53320313
"Cincinnati, OH","Valparaiso, FL",600,618,112.952766990291,"G4",100.835825242718,"G4",100.835825242718,193.15389075893,39.048801,-84.667801,30.4832,-86.525398
"Cincinnati, OH","Washington, DC",430,1589,142.281623662681,"WN",128.895512901196,"WN",128.895512901196,151.739913056808,39.048801,-84.667801,38.8521,-77.037697
"Cleveland, OH","Dallas/Fort Worth, TX",1023,1406,246.209786628734,"AA",258.343122332859,"WN",130.138506401138,232.963635064143,41.4117012,-81.84980011,32.896801,-97.038002
"Cleveland, OH","Denver, CO",1224,2121,180.158217821782,"UA",210.021749174917,"WN",102.970113154173,179.015617223961,41.4117012,-81.84980011,39.86169815,-104.6729965
"Cleveland, OH","Fort Myers, FL",1025,2163,150.08018492834,"UA",182.961280628756,"NK",103.354627831715,152.085003552602,41.4117012,-81.84980011,26.53619957,-81.75520325
"Cleveland, OH","Houston, TX",1106,1043,255.724803451582,"UA",285.593883029722,"WN",212.271457334612,214.88734145686,41.4117012,-81.84980011,29.9843998,-95.34140015
"Cleveland, OH","Las Vegas, NV",1846,2638,177.736285064443,"NK",116.606709628506,"NK",111.726611068992,212.634437925401,41.4117012,-81.84980011,36.08010101,-115.1520004
"Cleveland, OH","Los Angeles, CA",2073,2665,240.212619136961,"NK",228.316502814259,"NK",130.627103189493,271.688931186738,41.4117012,-81.84980011,33.942501,-118.407997
"Cleveland, OH","Miami, FL",1080,3137,141.658530443098,"UA",126.094284348103,"NK",98.1175549888429,150.144709878509,41.4117012,-81.84980011,25.79319954,-80.29060364
"Cleveland, OH","Minneapolis/St. Paul, MN",657,562,237.456227758007,"DL",249.428078291815,"WN",178.955462633452,194.936949826275,41.4117012,-81.84980011,44.93450165,-93.05999756
"Cleveland, OH","Nashville, TN",448,888,161.932072072072,"WN",158.228772522523,"G4",101.229943693694,200.827824759855,41.4117012,-81.84980011,36.12450027,-86.67819977
"Cleveland, OH","New York City, NY",459,2784,180.933591954023,"UA",178.379234913793,"AA",165.613200431034,193.893548647102,41.4117012,-81.84980011,40.639801,-73.7789
"Cleveland, OH","Orlando, FL",895,3259,127.250742559067,"UA",116.193988953667,"NK",88.3516017183185,143.001300235249,41.4117012,-81.84980011,28.42939949,-81.30899811
"Cleveland, OH","Phoenix, AZ",1754,1980,189.424494949495,"WN",146.378297979798,"F9",101.224196969697,241.935218983704,41.4117012,-81.84980011,33.435302,-112.005905
"Cleveland, OH","San Francisco, CA",2187,1064,329.765648496241,"UA",354.298740601504,"WN",278.023806390977,299.284576703366,41.4117012,-81.84980011,37.61899948,-122.375
"Cleveland, OH","Tampa, FL",930.75,2044,127.532666340509,"F9",94.3054500978474,"NK",92.43406555773,151.497976517015,41.4117012,-81.84980011,27.97550011,-82.53320313
"Cleveland, OH","Washington, DC",314,1292,149.096965944272,"WN",145.665108359133,"WN",135.276749226006,157.565171121651,41.4117012,-81.84980011,38.8521,-77.037697
"Colorado Springs, CO","Dallas/Fort Worth, TX",602,1419,145.198752642706,"AA",155.93665961945,"WN",127.628181818182,189.212716844152,38.96969986,-104.8130035,32.896801,-97.038002
"Colorado Springs, CO","Las Vegas, NV",604,936,117.151420940171,"WN",126.184882478632,"F9",82.7349252136752,186.801371222217,38.96969986,-104.8130035,36.08010101,-115.1520004
"Colorado Springs, CO","Los Angeles, CA",833,522,190.718697318008,"WN",158.542337164751,"WN",158.542337164751,222.876626037649,38.96969986,-104.8130035,33.942501,-118.407997
"Colorado Springs, CO","Phoenix, AZ",551,858,126.047867132867,"WN",127.104405594406,"F9",78.3608741258741,195.585057958805,38.96969986,-104.8130035,33.435302,-112.005905
"Columbus, OH","Dallas/Fort Worth, TX",926,1848,202.287142857143,"AA",206.094188311688,"WN",187.686645021645,218.990639475135,39.998001,-82.891899,32.896801,-97.038002
"Columbus, OH","Denver, CO",1154,1513,196.245228023794,"WN",192.707825512227,"WN",148.722511566424,216.570678106014,39.998001,-82.891899,39.86169815,-104.6729965
"Columbus, OH","Fort Myers, FL",930,1909,165.474044002095,"WN",170.658569931902,"NK",99.9152016762703,189.265756317018,39.998001,-82.891899,26.53619957,-81.75520325
"Columbus, OH","Houston, TX",1001,1035,223.228618357488,"UA",239.863874396135,"WN",196.945951690821,239.865130691853,39.998001,-82.891899,29.9843998,-95.34140015
"Columbus, OH","Las Vegas, NV",1771,1797,202.355498052309,"WN",227.546377295492,"NK",112.892470784641,266.898238900961,39.998001,-82.891899,36.08010101,-115.1520004
"Columbus, OH","Los Angeles, CA",1995,1798,235.479872080089,"AA",146.919988876529,"NK",105.553526140156,282.576721435874,39.998001,-82.891899,33.942501,-118.407997
"Columbus, OH","Miami, FL",990,2426,153.5194641385,"WN",159.372959604287,"NK",101.517745259687,168.014457831609,39.998001,-82.891899,25.79319954,-80.29060364
"Columbus, OH","Minneapolis/St. Paul, MN",626,582,233.63,"DL",243.985670103093,"WN",187.938659793814,198.283006777934,39.998001,-82.891899,44.93450165,-93.05999756
"Columbus, OH","New York City, NY",519,2630,189.064813688213,"DL",192.838418250951,"AA",175.55888973384,199.710339980631,39.998001,-82.891899,40.639801,-73.7789
"Columbus, OH","Orlando, FL",802,2870,150.491728222997,"WN",157.187961672474,"NK",92.9416341463415,178.325746926969,39.998001,-82.891899,28.42939949,-81.30899811
"Columbus, OH","Phoenix, AZ",1670,1359,243.155305371597,"WN",237.498763796909,"WN",228.35136129507,258.527191341095,39.998001,-82.891899,33.435302,-112.005905
"Columbus, OH","San Francisco, CA",2120,626,290.041916932907,"WN",267.309488817891,"WN",262.817476038339,311.39083985998,39.998001,-82.891899,37.61899948,-122.375
"Columbus, OH","Sarasota/Bradenton, FL",869,261,148.84,"WN",157.61,"G4",91.76,224.243619133574,39.998001,-82.891899,27.395399,-82.554398
"Columbus, OH","Seattle, WA",2016,635,246.112377952756,"AS",265.40894488189,"AA",216.983811023622,230.174620060902,39.998001,-82.891899,47.449001,-122.308998
"Columbus, OH","Tampa, FL",829,2044,145.360044031311,"WN",154.253380626223,"G4",89.4070107632094,157.696444064402,39.998001,-82.891899,27.97550011,-82.53320313
"Columbus, OH","Washington, DC",337,1395,150.490616487455,"AA",147.890508960573,"AA",143.18570609319,157.923728150324,39.998001,-82.891899,38.8521,-77.037697
"Dallas/Fort Worth, TX","Denver, CO",651,9649,134.292263446989,"WN",135.416858741839,"WN",132.183297751062,128.768937319904,32.896801,-97.038002,39.86169815,-104.6729965
"Dallas/Fort Worth, TX","Detroit, MI",986,4306,161.086460752438,"DL",172.533557826289,"AA",157.341778913144,126.841908875611,32.896801,-97.038002,42.21239853,-83.35340118
"Dallas/Fort Worth, TX","El Paso, TX",562,2520,171.236523809524,"WN",169.62673015873,"AA",166.046841269841,229.857604264125,32.896801,-97.038002,31.80719948,-106.3779984
"Dallas/Fort Worth, TX","Fort Myers, FL",1017,1566,206.85506385696,"AA",213.554872286079,"WN",174.708186462324,238.434527507804,32.896801,-97.038002,26.53619957,-81.75520325
"Dallas/Fort Worth, TX","Hartford, CT",1471,279,274.51,"AA",278.35,"WN",246.58,275.533355555555,32.896801,-97.038002,41.93851,-72.688066
"Dallas/Fort Worth, TX","Houston, TX",247,4652,157.608370593293,"WN",160.192955717971,"UA",151.728260963027,163.010044867754,32.896801,-97.038002,29.9843998,-95.34140015
"Dallas/Fort Worth, TX","Indianapolis, IN",761,2149,203.757696603071,"AA",207.08664495114,"WN",185.254564913913,239.011064093643,32.896801,-97.038002,39.7173,-86.294403
"Dallas/Fort Worth, TX","Jacksonville, FL",918,1442,206.752468793343,"AA",205.226171983356,"WN",188.398786407767,251.725521538762,32.896801,-97.038002,30.49410057,-81.68789673
"Dallas/Fort Worth, TX","Kansas City, MO",461,3053,159.169970520799,"AA",159.018915820504,"WN",155.455551916148,183.482865735101,32.896801,-97.038002,39.2976,-94.713898
"Dallas/Fort Worth, TX","Las Vegas, NV",1067,9659,178.606618697588,"AA",215.92545294544,"NK",107.732751837664,159.142927372051,32.896801,-97.038002,36.08010101,-115.1520004
"Dallas/Fort Worth, TX","Los Angeles, CA",1246,18997,177.54315365584,"AA",196.442065589304,"WN",165.472969942623,137.215033082442,32.896801,-97.038002,33.942501,-118.407997
"Dallas/Fort Worth, TX","Louisville, KY",733,980,194.273959183673,"AA",196.419224489796,"WN",177.56106122449,228.528653308723,32.896801,-97.038002,38.22800064,-85.66369629
"Dallas/Fort Worth, TX","Lubbock, TX",293,994,158.79583501006,"WN",150.163762575453,"WN",150.163762575453,172.381796529015,32.896801,-97.038002,33.663601,-101.822998
"Dallas/Fort Worth, TX","Memphis, TN",431,1870,153.808331550802,"AA",156.301315508021,"WN",140.190796791444,204.296886483803,32.896801,-97.038002,35.04240036,-89.97669983
"Dallas/Fort Worth, TX","Miami, FL",1121,9180,162.349831154684,"AA",177.042724400871,"WN",125.922684095861,134.039573115571,32.896801,-97.038002,25.79319954,-80.29060364
"Dallas/Fort Worth, TX","Midland/Odessa, TX",319,841,163.061141498216,"WN",153.592461355529,"WN",153.592461355529,175.626929399718,32.896801,-97.038002,31.94249916,-102.2020035
"Dallas/Fort Worth, TX","Milwaukee, WI",853,1256,202.791886942675,"AA",205.246090764331,"WN",186.992635350318,241.728745220648,32.896801,-97.038002,42.94720078,-87.89659882
"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,4487,141.911958992645,"DL",147.432422554045,"AA",143.257343436595,126.520453974173,32.896801,-97.038002,44.93450165,-93.05999756
"Dallas/Fort Worth, TX","Nashville, TN",631,4277,166.807140519055,"AA",171.862604629413,"WN",161.385029226093,164.196636052041,32.896801,-97.038002,36.12450027,-86.67819977
